,,,,,,,<2008,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,subtotal,>2020,total
2016,"An approach for generating design scheme of new market disruptive products driven by function differentiation","Guo J., Tan R., Sun J., Cao G., Zhang L.",03608352,"Computers and Industrial Engineering",102, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2016,"A case analysis of managing “Maverick” innovation units","Isherwood A., Tassabehji R.",02684012,"International Journal of Information Management",36, 5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2016,"Is a mobile phone a disruptive innovation in the workplace?","Said M.F., Adham K.A.",14111128,"Gadjah Mada International Journal of Business",18, 2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2016,"[ICT-enabled education – Need for paradigm shift, Obrazovanje utemeljeno na informacijsko komunikacijskim tehnologijama – Potreba za promjenom paradigme]","Zovko V.",18485189,"Croatian Journal of Education",18, 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2016,"Hospital systems, convenient care strategies, and healthcare reform","Kaissi A., Shay P., Roscoe C.",10969012,"Journal of Healthcare Management",61, 2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2016,"Smartwatch Innovation: Exploring a Watch-First Model","Lyons K.",15361268,"IEEE Pervasive Computing",15, 1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2016,"Accountable Care Units: A Disruptive Innovation in Acute Care Delivery","Castle B.W., Shapiro S.E.",03639568,"Nursing Administration Quarterly",40, 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2015,"The dilemma of public e-procurement in Costa Rica: Case on the duality of technological platforms and implementation models","Barahona J.C., Elizondo A.M., Santos M.",20438869,"Journal of Information Technology Teaching Cases",5, 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2015,"Demystifying the Dynamic of Disruptive Innovations in Markets with Complex Adoption Networks: From Encroachment to Disruption","Hajhashem M., Khorasani A.",02198770,"International Journal of Innovation and Technology Management",12, 5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2015,"The risks of innovation in health care","Enzmann D.R.",15461440,"Journal of the American College of Radiology",12, 4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2015,"Internationalisation at home: Exploiting the potential of the non-nationals' and expatriates' community","Jaklic A., Karageorgu P.",2353883X,"Entrepreneurial Business and Economics Review",3, 4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2015,"A structural equation modelling to investigate and analyze the relationships among new product development, disruptive innovation, fuzzy-front end, knowledge management, and team vision","Salavati M., Abdi F., TeymoorPayandeh A.",22916822,"Uncertain Supply Chain Management",3, 2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2015,"Handling disruptive innovations in HE: Lessons from two contrasting case studies","Powell S., Olivier B., Yuan L.",21567069,"Research in Learning Technology",23, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2015,"Research on process of generating NDI ideas for products driven by design and resources","Guo J., Tan R.-H., Sun J.-G., Cao G.-Z.",1006754X,"Chinese Journal of Engineering Design",22, 4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2015,"Technological innovation and adopter self-construal","Fazel H., Laplume A.O., Muralidharan E.",02198770,"International Journal of Innovation and Technology Management",12, 4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2015,"Community marketing: Serving the base of the economic pyramid sustainably","Thakur R.",02756668,"Journal of Business Strategy",36, 4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2015,"JUSTAS for all? Innovation and UAVs in the Canadian forces","Schaub G.",14702436,"Defence Studies",15, 2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2015,"2014 ABJS Earl McBride Lecture: Disruptive Innovation: Orthopaedics in the 21 <sup>st</sup> Century","Teuscher D.D.",0009921X,"Clinical Orthopaedics and Related Research",473, 3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2014,"Extending the stage-gate model to radical innovation - The accelerated radical innovation model","Bers J.A., Dismukes J.P., Mehserle D., Rowe C.",18687873,"Journal of the Knowledge Economy",5, 4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2014,"Feasibility of utilising an all-volunteer workforce as a disruptive innovation for the US obesity epidemic","Kraschnewski J.L., Hwang K.O., George D.R., Lehman E.B., Sciamanna C.N.",1871403X,"Obesity Research and Clinical Practice",8, 5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2014,"Disruptive innovation in healthcare and rehabilitation","Brooks A.L.",1860949X,"Studies in Computational Intelligence",536, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2014,"Prevention of catastrophic failures with weak forewarning signals","Kwon H.D.",02699648,"Probability in the Engineering and Informational Sciences",28, 1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2014,"Emerging opportunities for ""design thinking"" to deliver sustainable solutions in the built environment","Wilson K., Desha C., Bucolo S., Miller E., Hargroves C.",2325162X,"International Journal of Design Management and Professional Practice",8, 1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2014,"Succeeding through disruption: Exploring the factors influencing the adoption of disruptive technologies in the mobile telecommunications industry in Zimbabwe","Makasi A., Govender K., Tapfuma L.",20399340,"Mediterranean Journal of Social Sciences",5, 20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2014,"German book publishers' barriers to disruptive innovations: The case of e-book adoption","Buschow C., Nolle I., Schneider B.",10538801,"Publishing Research Quarterly",30, 1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2013,"The disruptive potential of PWLAN at the country-level: The cases of Germany, the UK, and the USA","Husig S.",03085961,"Telecommunications Policy",37, 11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2013,"Extending technology for market disruption: A case study","Notarantonio E.M., Quigley C.J.",10610421,"Journal of Product and Brand Management",22, 4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2013,"A disruptive innovation model for indigenous medicine research: A nigerian perspective","Afolabi M.O.S.",20421338,"African Journal of Science, Technology, Innovation and Development",5, 6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2013,"An assessment framework for disruptive innovation","Hang C.C., Chen J., Yu D.",03608581,"IEEE Engineering Management Review",41, 4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2013,"Developing disruptive products for emerging economies: Lessons from asian cases","Hang C.-C., Chen J., Subramian A.M.",03608581,"IEEE Engineering Management Review",41, 4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2012,"Disruptive innovation for the base of the pyramid market-a case study on China's Shanzhai cell phone industry","Zhou J., Tong Y., Li J.",17408822,"International Journal of Innovation and Sustainable Development",6, 4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2012,"Disruptive innovation: a new model for public sector services","Eggers W., Baker L., Gonzalez R., Vaughn A.",10878572,"Strategy &amp; Leadership",40, 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2012,"An era of disruptive innovation and opportunity.","Maine L.L.",15536467,"American journal of pharmaceutical education",76, 7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2012,"Scope for innovation in immunotherapy from the financial market's point of view phacilitate immunotherapy leaders' forum 2012","Zilian O.",21645515,"Human Vaccines and Immunotherapeutics",8, 10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2012,"The big question: The empires strike back","Anthony S.D., Christensen C.M.",1099274X,"Technology Review",115, 1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2011,"Systematic method for roadmapping disruptive innovation on the fuzzy front end of new product development","Sun J.G., Tan R.H.",20777973,"International Journal of Systematic Innovation",1, 3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2011,"Linking generativity and disruptive innovation to conceptualize ICTs","Menon S.",10662243,"Internet Research",21, 3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2010,"Human resources implications of low-cost disruptive innovation in health care: The case of retail clinics","Fottler M.D., Malvey D.",14748231,"Advances in Health Care Management",9, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2009,"Leadership in innovation: Life beyond the hospital","McDonagh K.J.",03639568,"Nursing Administration Quarterly",33, 4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2008,"By leaps and bounds: The realization of jet propulsion through innovative materials and design","Danko G.A.",10139826,"Key Engineering Materials",380, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2008,"Material innovations in alternative energy - Collaboration, systems, and opportunities","Swenson D.W.",10139826,"Key Engineering Materials",380, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2019,"Peer-to-peer-travel: is Airbnb a friend or foe to hotels?","Mhlanga O.",17506182,"International Journal of Culture, Tourism, and Hospitality Research",13, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Entrepreneurs’ ingenuity and self-imposed ethical constraints: creating sustainability-oriented new ventures and knowledge","Siqueira A.C.O., Honig B.",13673270,"Journal of Knowledge Management",23, 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"FDA-CMS Parallel Review – a failed attempt at spurring innovation","Podemska-Mikluch M.",20452101,"Journal of Entrepreneurship and Public Policy",8, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Airbnb, technological change and disruption in Barbadian tourism: a theoretical framework","Lorde T., Joseph T.S.D.",01436597,"Third World Quarterly",40, 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"The evolution mechanism of latecomer firms value network in disruptive innovation context: a case study of Haier Group","Zhang K., Wang J., Feng L., Cheng Y.",09537325,"Technology Analysis and Strategic Management",31, 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Disruptive innovation in traditional clusters: The case of the Kerajet ceramic tile cluster in Spain","Albors-Garrigos J., Hervas-Oliver J.L.",20763417,"Applied Sciences (Switzerland)",9, 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Cultural economics, books and reading","Cameron S.",08852545,"Journal of Cultural Economics",43, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Mapping product and service innovation: A bibliometric analysis and a typology","Klarin A.",00401625,"Technological Forecasting and Social Change",149, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Industrial applications of big data in disruptive innovations supporting environmental reporting","Hamalainen E., Inkinen T.",2452414X,"Journal of Industrial Information Integration",16, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Disruption as worldview change: A Kuhnian analysis of the digital music revolution","Riemer K., Johnston R.B.",02683962,"Journal of Information Technology",34, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Comparing data sources for identifying technology trends","Mikova N., Sokolova A.",09537325,"Technology Analysis and Strategic Management",31, 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Disruptive Innovation and Refractive IOLs: How the Game Will Change With Adjustable IOLs","Chang D.F.",21620989,"Asia-Pacific journal of ophthalmology (Philadelphia, Pa.)",8, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"A technology roadmap for innovative approaches to kidney replacement therapies a catalyst for change","Bonventre J.V., Hurst F.P., West M., Wu I., Roy-Chaudhury P., Sheldon M.",15559041,"Clinical Journal of the American Society of Nephrology",14, 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Improving access to finance for young innovative enterprises with growth potential: Evidence of impact of R&amp;D grant schemes on firms' outputs","Testa G., Szkuta K., Cunningham P.N.",09582029,"Research Evaluation",28, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Ex-ante prediction of disruptive innovation: The case of battery technologies","Muller J.M., Kunderer R.",20711050,"Sustainability (Switzerland)",11, 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"The Langston Center for Innovation in Quality and Safety: A Moderating Variable in Humanizing Disruptive Innovation","Bleich M.R.",03639568,"Nursing Administration Quarterly",43, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Transformative innovation: turning commoditised products into radically high-valued products","Li H.H.J.K., Tan K.H.",09565515,"Journal of Intelligent Manufacturing",30, 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Horizontal information exchange and innovation in the platform economy–a need to rethink?","Aine A., Bjorkroth T., Koponen A.",17441056,"European Competition Journal",15, 2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"A review and research agenda in business model innovation","Hutahayan B., Wahyono",17506123,"International Journal of Pharmaceutical and Healthcare Marketing",13, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Facing disruption: The cinema value chain in the digital age","Salvador E., Simon J.-P., Benghozi P.-J.",14808986,"International Journal of Arts Management",22, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Fintech issues and challenges in India","Krishna Priya P., Anusha K.",22773878,"International Journal of Recent Technology and Engineering",8, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Global container shipping market development and its impact on mega logistics system","Grzelakowski A.S.",20836473,"TransNav",13, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Naturopathy as a model of prevention-oriented, patient-centered primary care: A disruptive innovation in health care","Bradley R., Harnett J., Cooley K., Mcintyre E., Goldenberg J., Adams J.",1010660X,"Medicina (Lithuania)",55, 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Disruptive Innovations and Disruptive Assurance: Assuring Machine Learning and Autonomy","Bloomfield R., Khlaaf H., Conmy P.R., Fletcher G.",00189162,"Computer",52, 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Network tariff design with prosumers and electromobility: Who wins, who loses?","Hoarau Q., Perez Y.",01409883,"Energy Economics",83, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"What should Indian tourism and hospitality managers focus on to stay competitive in the coming decade?","Sanjeev G.M.",17554217,"Worldwide Hospitality and Tourism Themes",11, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Driving Change From the Bottom Up in a Top-Down Culture: Disruptive Innovation: One Organization's “Lessons Learned” in Gaining Stakeholder Acceptance","Denney S.",15414612,"Nurse Leader",17, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Ambidextrous capacity in small and medium-sized enterprises","Felicio J.A., Caldeirinha V., Dutra A.",01482963,"Journal of Business Research",101, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Disruptive technological process innovation in a process-oriented industry: A case study","Radnejad A.B., Vredenburg H.",09234748,"Journal of Engineering and Technology Management - JET-M",53, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Hepatitis C virus elimination: time for disruptive innovation","Klein M.B.",17582652,"Journal of the International AIDS Society",22, 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Training Models for Physician Assistants and Nurse Practitioners: Disruptive Innovations That Could Improve Health Professions Education and Practice","Sklar D.P.",1938808X,"Academic medicine : journal of the Association of American Medical Colleges",94, 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Disruption Ahead: Navigating and Leading the Future of Nursing","Fuller R., Hansen A.",15505103,"Nursing administration quarterly",43, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Disruptive Innovation, Market Entry and Production Flexibility in Heterogeneous Oligopoly","Chevalier-Roignant B., Flath C.M., Trigeorgis L.",10591478,"Production and Operations Management",28, 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Exploring the Multi-Phase Driven Process for Disruptive Business Model Innovation of E-Business Microcredit: a Multiple Case Study from China","Zhang W., Daim T., Zhang Q.",18687865,"Journal of the Knowledge Economy",10, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Impact of genomics on biopharmaceutical industry: rare diseases as disruptive innovation","Ahn M.J., Shaygan A., Weber C.",17572223,"International Journal of Innovation Science",11, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Transaction cost analysis of digital innovation governance in the UK energy market","Nolden C.",17563607,"Journal of Energy Markets",12, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Proposing and Measuring the Concept of “Constancy in Leadership” in a World of Disruptive Innovations","Malik R., Yadav J., Bagga T.",22783075,"International Journal of Innovative Technology and Exploring Engineering",8, 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"A choreography-based and collaborative road mobility system for L'Aquila city","Autili M., Di Salle A., Gallo F., Pompilio C., Tivoli M.",19995903,"Future Internet",11, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Is Workplace Kin?","Gupta D.",21650799,"Workplace Health and Safety",67, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Thinking outside the Box to Get inside the Black Box: Alternative Epistemology for Dealing with Financial Innovation","Gasparin M., Schinckus C., Green W.",02691728,"Social Epistemology",33, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Islamic boarding school learning organization: Analysis of learning dynamic, organizational transformation and application of technology","Ridwan T., Ibrahim N., Sumantri M.S.",22498958,"International Journal of Engineering and Advanced Technology",8, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"The effects of individual variables, farming system characteristics and perceived barriers on actual use of smart farming technologies: Evidence from the piedmont region, northwestern Italy","Caffaro F., Cavallo E.",20770472,"Agriculture (Switzerland)",9, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"The three stages of disruptive innovation: Idea generation, incubation, and scaling","O'reilly C., Binns A.J.M.",00081256,"California Management Review",61, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Optimal investment decisions in lice-fighting technologies: A case study in Norway","Brakstad O.M., Hagspiel V., Lavrutich M.N., Matanovic D.",00448486,"Aquaculture",504, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Disruptive-technology avoidance in healthcare: A revealed causal mapping (RCM) approach","Samhan B., Joshi K.D.",15553396,"International Journal of Healthcare Information Systems and Informatics",14, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Digital piracy in Asian countries","Domon K., Melcarne A., Ramello G.B.",03912078,"Economia e Politica Industriale",46, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Digitization of music: Consumer adoption amidst piracy, unbundling, and rebundling","Koh B., Hann I.-H., Raghunathan S.",02767783,"MIS Quarterly: Management Information Systems",43, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Disruptive Innovation in Automotive Retailing","Koroth A.K., Mazurek G., Pater P.",24507814,"Journal of Management and Business Administration. Central Europe",27, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Digital entrepreneurship and green business model innovation: Lean startup approaches","Tohanean D., Weiss P.",15822559,"Quality - Access to Success",20, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Demystifying disruptive innovation phenomenon: Economic and societal impacts","Tabbah R., Maritz A.",15833410,"Revista de Cercetare si Interventie Sociala",64, March,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Display meets biology: A vision for ubiquitous healthcare platforms","Kim C.-H., Kymissis I., Bonnassieux Y.",10710922,"Journal of the Society for Information Display",27, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Incubator mediation in commercialising disruptive innovation","Morrish S.C., Whyte M.C., Miles M.P.",0965254X,"Journal of Strategic Marketing",27, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Examining the emergence and evolution of blue ocean strategy through the lens of management fashion theory","Madsen D.O., Slatten K.",20760760,"Social Sciences",8, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Engaging customer experience in accelerating transformational performance through co-creation strategy","Alamsjah F., Mihardjo L.W.W., Djoemadic F.R.",22011315,"International Journal of Innovation, Creativity and Change",8, 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Industry platforms as facilitators of disruptive iot innovations","Pirvan C.I., Dedehayir O., Le Fever H.",07182724,"Journal of Technology Management and Innovation",14, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Key Factors of Disruptive Innovation in Aerospace and Defence","Rao S.S., Banik A., Khanna A., Philip D.",09721509,"Global Business Review",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Mastering 2.0: The Real or Perceived Threat of DIY Mastering and Automated Mastering Systems","Collins S., Renzo A., Keith S., Mesker A.",03007766,"Popular Music and Society",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"The “Coming Age of Wood” and Family Forest Owners: An Implications Wheel® Exploration","Bengston D.N., Hujala T., Butler B.J.",18737617,"Small-scale Forestry",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"A framework for the taxonomy and assessment of new and emerging transport technologies and trends","Gkoumas K., Tsakalidis A.",16484142,"Transport",34, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Challenges of DLT-enabled scalable governance and the role of standards","Benedict G.",2245800X,"Journal of ICT Standardization",7, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Delimiting disruption: Why Uber is disruptive, but Airbnb is not","Muller E.",01678116,"International Journal of Research in Marketing",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Disruptive Innovation in Indian Aerospace and Defence Industry","Rao S.S., Banik A., Khanna A., Philip D.",23210222,"Studies in Microeconomics",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"On-demand telemedicine as a disruptive health technology: Qualitative study exploring emerging business models and strategies among early adopter organizations in the United States","Sterling R., LeRouge C.",14388871,"Journal of Medical Internet Research",21, 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Threats on the horizon: understanding security threats in the era of cyber-physical systems","Walker-Roberts S., Hammoudeh M., Aldabbas O., Aydin M., Dehghantanha A.",09208542,"Journal of Supercomputing",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"The evolution of the financial technology ecosystem: An introduction and agenda for future research on disruptive innovations in ecosystems","Palmie M., Wincent J., Parida V., Caglar U.",00401625,"Technological Forecasting and Social Change",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Blitzscaling: The good, the bad, and the ugly","Kuratko D.F., Holt H.L., Neubert E.",00076813,"Business Horizons",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"[Sustainable disruptive innovation-Coping with growth in a rapidly changing business environment., Nachhaltige disruptive innovationen-bewaltigung des wachstums in einem sich schnell verandernden geschaftsumfeld]","",05908450,"Coating International",52, 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"In search of disruptive ideas: Outlier detection techniques in crowdsourcing innovation platforms","Westerski A., Kanagasabai R.",14778394,"International Journal of Web Based Communities",15, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"The cathedral’s ivory tower and the open education bazaar–catalyzing innovation in the higher education sector","Rabin E., Kalman Y.M., Kalz M.",02680513,"Open Learning",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"[Disruptive innovations in the building industry are few and far between, Disruptive innovationen in der baubranche sind dünn gesät]","Eicher A.",18699286,"gis.Business",2019, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"[Disruptive Innovation: Generation of a survey to measure the potential and level according to the characteristics of the exporting companies in 5 regions of Peru, Innovación Disruptiva: Generación de una encuesta para la medición del potencial y nivel según las características de las empresas exportadoras en 5 departamentos del Perú]","Rojas-Vilcahuaman S., Solano S.A., Camayo-Lermo K.N., Vicente-Ramos W.E., Mejia C.R.",07981015,"Espacios",40, 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"The contribution of narrative semiotics of experiential imaginary to the ideation of new digital customer experiences","Taupin P.",00371998,"Semiotica",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"The blockchain technology and the scope of its application in hospitality operations","Filimonau V., Naumova E.",02784319,"International Journal of Hospitality Management",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Predicting consumer personality traits in the sharing economy: The case of airbnb","Acar M., Toker A.",20547544,"Applied Marketing Analytics",5, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Effects of disruptive innovation on customer experience during product to platform leap","Arunkumar S., Therasa C., Ramesh A.",17510252,"International Journal of Business Innovation and Research",19, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"From archaeological artefact to unlimited heritage concept: Redefining museum collection in the disruption era","Akbar A.",14112272,"Wacana",20, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Strategies for activating innovation ecosystems: introduction of a taxonomy","Nylund P., Brem A., Hernandez X.F.",03608581,"IEEE Engineering Management Review",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"A half century of change in diagnostic neuropathology: from the giants of yore to current brain tumor classification","Louis D.N.",00468177,"Human Pathology",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"How Industry 4.0 can enhance lean practices","Pereira A.C., Dinis-Carvalho J., Alves A.C., Arezes P.",14512092,"FME Transactions",47, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Acceptance and penetration of bitcoin: The role of psychological distance and national culture","Abraham J., Sutiksno D.U., Kurniasih N., Warokka A.",21582440,"SAGE Open",9, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"[Challenges and impacts of social networks on Moroccan travel agencies, Enjeux et impacts des réseaux sociaux pour les agences de voyages Marocaines]","Boukherouk M., Ben Marzoug M.",22697195,"Communication et Management",16, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Antecedents of electronic wallet adoption: A unified adoption based perspective on a demonetised economy","Sikdar P., Kumar A., Alam M.M.",17536219,"International Journal of Business and Emerging Markets",11, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Online distance learning as a factor of disruptive innovation in military education","De Escalada Alvarez C.G.",22551514,"Campus Virtuales",8, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Disruptive online service innovation in the presence of competition among disruptors: The case of 3rd-party online payment","Zhou Y., Zhang Q.",14606720,"International Journal of Services, Technology and Management",25, 3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Drivers and barriers of the digitalization of local owner operated retail outlets","Bollweg L., Lackes R., Siepermann M., Weber P.",08276331,"Journal of Small Business and Entrepreneurship",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
